season,player_id,total_goals,total_assists,total_yellow_cards,total_red_cards,total_loss,total__win,total_draw,avg_minutes_played,number_played
15/16,59866,3,4,3,0,6,9,4,76.57894736842105,19
15/16,60591,0,0,0,0,3,1,0,13.75,4
15/16,60744,1,6,8,0,19,10,8,87.97297297297297,37
15/16,61560,2,3,3,0,8,8,2,57.05555555555556,18
15/16,61561,0,0,1,0,3,2,2,19.428571428571427,7
15/16,61592,1,3,6,0,7,8,7,84.18181818181819,22
15/16,61637,1,1,0,0,12,3,8,52.69565217391305,23
15/16,61644,4,7,12,0,18,9,8,89.4,35
15/16,61651,6,10,6,0,11,18,8,87.97297297297297,37
15/16,61711,0,1,1,0,2,2,4,43.375,8
15/16,61832,1,1,10,0,18,7,10,86.62857142857143,35
15/16,61834,1,4,10,0,9,16,6,75.03225806451613,31
15/16,61842,2,2,2,0,6,8,3,44.1764705882353,17
15/16,61892,0,1,2,0,1,5,4,59.0,10
15/16,62049,11,3,6,0,12,13,9,71.67647058823529,34
15/16,62240,0,0,0,0,3,0,0,71.0,3
15/16,62638,0,0,0,0,7,2,2,69.36363636363636,11
15/16,62688,2,3,6,0,14,13,7,85.94117647058823,34
15/16,63342,6,4,4,0,17,7,5,81.65517241379311,29
15/16,63494,0,0,2,0,6,4,2,75.08333333333333,12
15/16,64308,4,2,2,0,10,7,7,54.0,24
15/16,66219,0,1,1,2,5,8,2,78.93333333333334,15
15/16,66333,2,5,4,0,19,8,11,90.0,38
15/16,66550,0,0,3,0,8,12,7,75.4074074074074,27
15/16,66934,4,3,5,0,12,9,10,85.87096774193549,31
15/16,67063,4,5,3,0,5,15,7,63.370370370370374,27
15/16,67283,0,0,0,0,4,3,1,90.0,8
15/16,67355,0,0,6,0,13,16,8,90.0,37
15/16,67416,0,3,9,0,11,15,8,88.23529411764706,34
15/16,67421,0,0,2,0,4,2,1,90.0,7
15/16,68183,1,1,8,1,14,5,9,61.75,28
15/16,68390,3,3,5,0,13,12,10,87.57142857142857,35
15/16,69633,10,2,4,0,12,19,7,82.57894736842105,38
15/16,70950,4,0,2,0,8,2,5,62.266666666666666,15
15/16,71271,0,0,3,1,15,12,11,89.23684210526316,38
15/16,71292,3,5,10,0,10,15,6,79.2258064516129,31
15/16,72768,1,1,0,0,4,4,2,38.9,10
15/16,73396,0,0,0,0,2,13,3,90.0,18
15/16,73482,2,0,5,1,11,6,6,81.3913043478261,23
15/16,73484,3,0,7,0,17,8,7,81.5625,32
15/16,73491,0,0,1,0,11,7,5,64.69565217391305,23
15/16,73522,0,1,2,1,14,8,5,70.03703703703704,27
15/16,73734,3,1,1,0,14,15,9,88.8157894736842,38
15/16,74223,2,1,4,0,4,4,6,52.285714285714285,14
15/16,74228,0,0,3,0,6,10,3,73.0,19
15/16,74590,1,0,6,0,12,2,3,71.76470588235294,17
15/16,74683,1,3,10,1,2,25,9,86.75,36
15/16,74768,0,0,1,0,1,5,1,17.428571428571427,7
15/16,74869,0,0,5,0,3,16,3,75.5909090909091,22
15/16,75471,4,11,3,0,15,10,9,81.67647058823529,34
15/16,76077,0,0,3,0,5,1,7,38.0,13
15/16,76277,3,0,4,0,4,17,6,84.74074074074075,27
15/16,76560,0,0,0,0,1,0,0,8.0,1
15/16,76608,4,1,2,0,13,4,8,52.52,25
15/16,77274,3,8,1,0,16,5,4,72.88,25
15/16,77329,0,2,2,0,8,3,11,39.45454545454545,22
15/16,77760,3,1,10,0,12,15,5,73.75,32
15/16,77932,1,7,0,0,12,13,5,52.333333333333336,30
15/16,78959,0,1,2,0,12,12,7,80.58064516129032,31
15/16,80444,5,5,3,0,11,16,8,80.0,35
15/16,81789,1,1,3,0,9,9,4,76.81818181818181,22
15/16,81796,8,1,4,0,11,15,7,81.51515151515152,33
15/16,81801,0,0,0,0,2,1,0,30.333333333333332,3
15/16,81808,11,3,5,0,9,16,5,53.266666666666666,30
15/16,82442,14,3,5,1,4,18,5,69.11111111111111,27
15/16,84835,0,0,2,0,5,0,3,38.0,8
15/16,85177,2,0,4,0,14,16,5,89.91428571428571,35
15/16,85289,0,0,3,0,3,7,0,58.8,10
15/16,85314,6,8,5,0,2,20,6,72.67857142857143,28
15/16,85475,0,0,0,0,10,11,7,88.39285714285714,28
15/16,87422,0,0,1,0,0,0,1,90.0,1
15/16,88067,0,0,0,0,2,0,0,45.5,2
15/16,88262,0,0,1,0,0,2,0,45.5,2
15/16,89718,3,2,1,0,12,5,4,65.95238095238095,21
15/16,90466,7,10,2,0,12,13,7,84.28125,32
15/16,90681,0,2,5,0,3,18,4,87.56,25
15/16,91317,0,1,4,0,15,8,4,79.70370370370371,27
15/16,91970,0,1,2,0,1,7,4,26.0,12
15/16,92381,2,2,2,0,13,7,5,56.92,25
15/16,92571,2,4,5,0,15,12,11,90.0,38
15/16,92572,1,0,4,0,15,13,9,90.0,37
15/16,93176,0,0,6,0,3,14,5,80.18181818181819,22
15/16,93626,0,0,0,0,2,0,0,42.0,2
15/16,93905,0,0,8,0,9,7,7,55.82608695652174,23
15/16,94307,0,0,1,0,5,2,2,36.333333333333336,9
15/16,94783,0,0,6,0,12,6,13,84.61290322580645,31
15/16,95424,0,0,3,0,3,10,2,87.13333333333334,15
15/16,95435,5,1,7,0,13,7,16,77.02777777777777,36
15/16,95976,0,0,0,0,2,1,0,78.66666666666667,3
15/16,96341,10,5,2,0,15,11,10,79.91666666666667,36
15/16,96754,1,1,3,0,5,4,3,32.75,12
15/16,98240,1,2,9,0,13,5,7,79.72,25
15/16,99343,6,4,6,0,7,15,4,71.84615384615384,26
15/16,101118,0,0,1,0,3,1,3,83.57142857142857,7
15/16,102258,0,1,2,0,6,2,4,62.833333333333336,12
15/16,102427,0,0,1,0,4,3,3,82.2,10
15/16,103427,4,0,3,0,7,11,7,75.16,25
15/16,107617,0,0,0,0,0,1,0,4.0,1
15/16,108390,0,0,1,0,3,20,9,87.9375,32
15/16,108725,1,0,0,0,4,1,2,15.285714285714286,7
15/16,110860,0,0,1,0,4,0,0,71.5,4
15/16,110867,0,0,0,0,1,0,0,90.0,1
15/16,111036,0,0,0,0,5,4,4,50.92307692307692,13
15/16,111630,2,7,6,0,11,15,7,69.72727272727273,33
15/16,111873,0,0,0,0,2,2,0,75.25,4
15/16,113707,1,2,2,0,16,8,7,62.806451612903224,31
15/16,117996,0,1,3,0,3,10,9,85.4090909090909,22
15/16,118534,0,1,1,0,9,5,8,74.5909090909091,22
15/16,119296,1,0,4,0,8,14,5,76.48148148148148,27
15/16,120241,0,1,1,0,5,3,2,63.4,10
15/16,120610,10,2,2,0,7,8,8,76.56521739130434,23
15/16,121279,0,0,1,0,3,8,2,53.23076923076923,13
15/16,121280,1,1,1,0,21,8,6,86.14285714285714,35
15/16,121477,2,0,6,0,12,9,8,89.34482758620689,29
15/16,121686,0,1,1,0,8,2,0,23.6,10
15/16,123261,0,0,4,0,4,2,4,70.9,10
15/16,123742,1,3,1,1,10,8,5,43.82608695652174,23
15/16,124983,0,0,3,0,3,1,2,53.0,6
15/16,125868,0,0,1,0,4,5,0,67.33333333333333,9
15/16,126014,0,5,1,0,8,7,4,51.68421052631579,19
15/16,126321,0,2,2,0,10,11,11,83.34375,32
15/16,126643,0,0,4,0,14,7,2,75.0,23
15/16,127160,0,0,4,0,1,9,2,37.75,12
15/16,127194,0,0,1,0,5,6,2,35.23076923076923,13
15/16,127987,0,1,1,0,5,0,0,71.8,5
15/16,128229,0,2,2,0,15,6,6,65.11111111111111,27
15/16,128895,0,0,0,0,3,2,1,82.5,6
15/16,128897,14,1,2,0,16,11,11,77.10526315789474,38
15/16,128899,0,0,0,0,1,1,1,90.0,3
15/16,128900,0,0,1,0,4,0,0,16.5,4
15/16,128906,0,0,4,0,6,2,3,85.0909090909091,11
15/16,128907,0,0,0,0,1,0,0,33.0,1
15/16,128911,0,0,0,0,0,1,0,1.0,1
15/16,128912,0,1,1,0,10,7,7,82.125,24
15/16,129085,1,0,6,0,12,6,5,87.34782608695652,23
15/16,129627,18,7,6,0,22,7,6,87.68571428571428,35
15/16,131248,0,0,0,0,1,0,3,9.75,4
15/16,131978,2,2,1,0,11,10,8,67.6896551724138,29
15/16,132098,21,5,4,0,9,19,6,75.97058823529412,34
15/16,134414,0,0,3,1,4,3,4,59.09090909090909,11
15/16,134424,0,0,0,0,3,0,0,13.333333333333334,3
15/16,134425,7,8,5,0,11,16,8,87.22857142857143,35
15/16,137669,0,0,0,0,1,0,1,51.0,2
15/16,139503,4,4,2,0,12,9,11,65.78125,32
15/16,141655,0,0,0,0,0,1,0,3.0,1
15/16,141660,0,0,0,0,1,0,0,24.0,1
15/16,143424,1,1,4,0,5,12,6,65.0,23
15/16,144303,2,1,0,0,5,10,4,49.05263157894737,19
15/16,145988,4,2,1,0,12,10,9,63.935483870967744,31
15/16,148455,0,0,0,0,1,2,0,10.0,3
15/16,149237,0,0,0,0,5,1,3,36.666666666666664,9
15/16,149498,0,1,0,0,0,6,0,58.166666666666664,6
15/16,156934,0,0,0,0,1,0,1,14.5,2
15/16,157368,0,0,0,0,4,2,1,42.857142857142854,7
15/16,157506,3,2,4,0,15,9,8,79.34375,32
15/16,157509,0,0,0,0,0,10,5,43.0,15
15/16,162029,0,0,3,0,3,5,2,76.1,10
15/16,167268,0,0,2,0,5,10,1,64.125,16
15/16,170321,0,0,4,0,10,8,7,84.36,25
15/16,170322,0,0,0,0,1,0,1,17.0,2
15/16,170929,0,1,0,0,4,6,5,73.26666666666667,15
15/16,171260,0,0,0,0,1,1,0,57.0,2
15/16,171424,4,3,0,0,14,8,8,69.4,30
15/16,173832,0,0,0,0,1,1,1,17.0,3
15/16,175722,2,2,4,0,9,13,6,81.78571428571429,28
15/16,177476,0,0,0,0,1,0,0,17.0,1
15/16,177847,0,0,0,0,4,7,7,47.22222222222222,18
15/16,177907,0,0,1,0,2,1,0,30.666666666666668,3
15/16,181579,1,7,0,1,8,12,5,59.08,25
15/16,183286,0,0,1,0,1,1,1,30.0,3
15/16,183288,0,0,3,0,5,6,5,70.4375,16
15/16,186590,1,0,1,0,9,7,7,88.8695652173913,23
15/16,186997,0,2,0,0,1,2,2,22.0,5
15/16,189070,0,1,1,0,4,4,3,25.272727272727273,11
15/16,191217,2,1,5,0,3,13,4,78.05,20
15/16,192765,0,1,3,0,2,8,4,63.642857142857146,14
15/16,195488,0,0,0,0,1,1,0,90.0,2
15/16,195605,0,0,0,0,0,3,0,45.666666666666664,3
15/16,195652,0,0,0,0,3,6,3,51.5,12
15/16,196522,5,1,1,0,12,7,6,43.56,25
15/16,196948,0,0,0,0,0,1,0,12.0,1
15/16,197642,0,1,0,0,2,1,0,9.0,3
15/16,197838,5,10,5,0,17,10,7,66.76470588235294,34
15/16,200512,10,4,5,0,13,12,5,71.16666666666667,30
15/16,202886,0,0,0,0,1,0,2,44.666666666666664,3
15/16,203394,0,0,0,0,0,1,0,13.0,1
15/16,203460,0,1,0,0,6,7,4,48.0,17
15/16,207917,2,0,6,0,10,13,5,80.78571428571429,28
15/16,208244,0,0,1,0,1,1,0,87.0,2
15/16,214104,1,0,3,0,1,9,3,26.76923076923077,13
15/16,215118,1,1,9,0,5,13,5,68.30434782608695,23
15/16,218144,0,0,0,0,1,0,0,4.0,1
15/16,226964,0,0,0,0,0,1,0,1.0,1
15/16,226965,0,0,0,0,1,0,0,8.0,1
15/16,226973,0,0,0,0,2,5,2,51.111111111111114,9
15/16,227185,0,0,0,0,0,1,0,3.0,1
15/16,229826,0,0,0,0,1,0,0,13.0,1
15/16,229970,0,0,0,0,1,1,1,17.0,3
15/16,234803,0,2,7,0,11,3,10,63.583333333333336,24
15/16,236513,0,0,0,0,1,0,1,12.5,2
15/16,245537,0,2,8,0,7,14,5,84.42307692307692,26
15/16,245805,0,0,0,0,1,0,0,11.0,1
15/16,246968,7,0,0,0,18,9,9,65.86111111111111,36
15/16,247647,0,0,0,0,1,0,0,1.0,1
15/16,250426,0,1,1,0,9,1,1,18.363636363636363,11
15/16,250478,0,0,0,0,1,4,1,37.5,6
15/16,255916,0,0,0,0,1,0,0,11.0,1
15/16,258188,1,1,1,0,2,1,1,32.0,4
15/16,264199,0,0,0,0,3,1,0,35.5,4
15/16,264220,0,0,0,0,3,1,1,83.0,5
15/16,265471,0,0,0,0,1,2,0,14.0,3
15/16,285845,0,0,0,0,0,1,0,1.0,1
15/16,315185,0,0,1,0,2,0,0,26.0,2
15/16,335541,0,0,0,0,1,0,0,1.0,1
15/16,347895,0,0,0,0,1,0,0,5.0,1
15/16,351755,0,0,1,0,3,0,0,75.0,3
15/16,362809,0,0,0,0,1,0,0,10.0,1
15/16,374889,0,0,0,0,1,0,0,6.0,1
16/17,2514,1,1,3,0,2,10,6,66.72222222222223,18
16/17,2963,0,0,3,0,7,10,3,50.75,20
16/17,2998,3,0,8,0,3,21,11,90.0,35
16/17,3146,0,0,1,0,2,1,0,75.0,3
16/17,3160,1,1,4,1,8,7,9,82.95833333333333,24
16/17,3202,1,0,1,0,1,9,4,61.357142857142854,14
16/17,3291,0,2,7,0,10,10,13,85.93939393939394,33
16/17,3306,5,3,1,0,9,12,6,63.888888888888886,27
16/17,3332,8,6,4,0,7,13,8,86.07142857142857,28
16/17,3333,5,11,11,0,5,12,11,86.28571428571429,28
16/17,3356,0,0,0,0,5,3,4,70.16666666666667,12
16/17,3405,0,0,1,0,3,2,1,90.0,6
16/17,3540,0,0,2,0,10,9,9,71.71428571428571,28
16/17,3547,1,3,3,0,15,10,13,88.8157894736842,38
16/17,3548,0,1,4,0,9,1,1,65.72727272727273,11
16/17,3614,0,0,0,0,0,1,0,45.0,1
16/17,3620,0,0,0,0,3,4,2,24.22222222222222,9
16/17,3838,0,0,2,0,9,7,7,90.0,23
16/17,3875,15,1,3,0,14,9,10,77.3030303030303,33
16/17,3878,0,0,4,0,9,14,5,70.53571428571429,28
16/17,3881,0,3,1,0,9,10,6,87.44,25
16/17,3950,0,0,0,0,1,1,0,28.0,2
16/17,3995,0,0,7,1,12,8,7,64.81481481481481,27
16/17,4072,0,1,0,0,6,2,3,41.54545454545455,11
16/17,4233,0,0,0,0,4,0,2,82.5,6
16/17,4241,2,0,2,0,23,3,6,87.8125,32
16/17,4267,0,0,1,0,6,8,11,90.0,25
16/17,4311,0,0,0,0,6,6,5,90.0,17
16/17,4321,0,0,0,0,2,0,2,29.5,4
16/17,5658,0,0,0,0,7,18,9,90.0,34
16/17,6150,1,0,1,1,14,6,6,88.1923076923077,26
16/17,6636,0,4,4,0,2,21,9,84.6875,32
16/17,6710,0,0,1,1,5,13,6,85.375,24
16/17,7449,0,1,0,0,3,6,5,77.71428571428571,14
16/17,7451,0,1,1,0,1,6,2,18.0,9
16/17,8552,5,3,1,0,6,7,12,58.36,25
16/17,8806,5,7,5,0,12,12,13,78.29729729729729,37
16/17,8883,1,1,1,0,8,0,4,51.333333333333336,12
16/17,9594,2,0,5,0,2,8,4,84.21428571428571,14
16/17,9619,0,1,8,0,22,0,6,83.21428571428571,28
16/17,9966,2,0,4,0,15,11,6,61.9375,32
16/17,10003,2,0,3,0,3,23,12,90.0,38
16/17,10375,0,0,0,0,1,1,1,9.666666666666666,3
16/17,11111,4,1,4,1,9,8,11,78.25,28
16/17,12124,0,1,6,0,14,14,9,85.75675675675676,37
16/17,12282,1,1,2,0,10,17,8,89.02857142857142,35
16/17,12384,2,0,10,0,13,6,4,84.8695652173913,23
16/17,12516,0,0,0,0,3,1,1,20.2,5
16/17,12691,0,0,3,1,3,10,6,75.78947368421052,19
16/17,12704,1,0,3,0,4,1,3,82.5,8
16/17,12763,4,2,3,0,12,6,5,57.869565217391305,23
16/17,12814,0,0,0,0,2,0,0,90.0,2
16/17,13091,6,5,3,0,7,17,8,72.875,32
16/17,13427,0,0,0,0,1,0,0,12.0,1
16/17,13507,2,2,0,0,7,4,7,82.05555555555556,18
16/17,13520,0,0,0,0,7,7,7,88.19047619047619,21
16/17,13572,0,0,1,0,6,3,6,90.0,15
16/17,13573,0,4,5,1,18,11,9,89.13157894736842,38
16/17,13640,0,0,0,0,0,0,1,90.0,1
16/17,14066,2,1,3,0,11,11,6,60.0,28
16/17,14081,1,2,5,0,15,12,8,80.42857142857143,35
16/17,14086,1,3,5,0,5,9,4,59.05555555555556,18
16/17,14221,5,1,1,0,10,8,7,61.6,25
16/17,15220,0,0,2,0,14,11,7,90.0,32
16/17,15760,2,3,3,1,11,13,7,67.93548387096774,31
16/17,15773,0,2,1,0,5,4,2,74.18181818181819,11
16/17,15799,0,3,4,0,3,9,3,86.13333333333334,15
16/17,15921,1,1,0,0,14,6,2,49.72727272727273,22
16/17,15956,0,7,1,0,8,17,9,67.02941176470588,34
16/17,16911,0,0,2,0,3,23,12,90.0,38
16/17,16947,0,0,2,0,1,2,1,75.5,4
16/17,17273,0,0,1,0,7,2,1,81.0,10
16/17,17396,0,0,2,0,3,7,6,68.125,16
16/17,17804,0,1,0,0,0,1,0,35.0,1
16/17,17965,0,0,0,0,5,19,13,90.0,37
16/17,18935,2,3,3,0,2,9,1,44.666666666666664,12
16/17,19041,0,0,0,0,0,2,3,39.0,5
16/17,19059,0,0,4,0,17,12,9,89.39473684210526,38
16/17,19085,0,0,1,0,5,2,3,25.2,10
16/17,19368,3,1,3,0,2,15,12,78.37931034482759,29
16/17,19948,0,0,0,0,2,2,0,77.5,4
16/17,20007,0,1,3,0,4,7,2,81.6923076923077,13
16/17,21905,0,1,3,1,7,7,7,61.04761904761905,21
16/17,22165,0,0,0,0,1,0,1,20.5,2
16/17,22388,6,0,0,0,14,9,10,51.39393939393939,33
16/17,23197,0,0,0,0,1,1,1,22.0,3
16/17,23825,0,0,0,0,4,3,1,28.0,8
16/17,24180,1,0,5,0,7,8,7,85.72727272727273,22
16/17,24589,4,9,1,0,16,8,6,66.8,30
16/17,25248,1,1,5,0,9,7,12,72.03571428571429,28
16/17,25553,0,0,2,0,4,2,1,90.0,7
16/17,25742,1,2,1,0,3,4,6,26.23076923076923,13
16/17,26267,2,3,8,0,10,16,7,82.78787878787878,33
16/17,26276,0,0,0,0,1,0,0,90.0,1
16/17,26399,24,2,1,0,8,15,7,79.13333333333334,30
16/17,26456,3,0,1,0,3,4,8,52.666666666666664,15
16/17,26764,0,3,4,0,6,14,8,87.42857142857143,28
16/17,27114,0,1,5,0,10,6,7,87.34782608695652,23
16/17,27306,0,0,0,0,1,0,1,72.0,2
16/17,27394,0,0,1,0,2,4,6,54.75,12
16/17,27511,2,0,2,0,8,5,10,85.0,23
16/17,27614,3,3,3,0,8,5,5,74.55555555555556,18
16/17,28140,1,4,1,0,6,5,3,64.21428571428571,14
16/17,28261,0,2,3,0,12,8,7,75.0,27
16/17,28336,0,0,6,0,14,4,9,56.7037037037037,27
16/17,28973,5,3,4,0,11,15,8,76.82352941176471,34
16/17,28990,1,1,6,1,9,7,6,47.31818181818182,22
16/17,29152,0,0,0,0,5,3,2,35.8,10
16/17,29434,5,1,7,0,15,10,8,81.87878787878788,33
16/17,29594,11,7,6,0,8,13,9,72.4,30
16/17,29692,0,1,1,0,15,12,10,90.0,37
16/17,29712,0,0,0,0,15,6,6,90.0,27
16/17,29975,0,3,4,0,18,11,9,90.0,38
16/17,30456,0,0,0,0,3,0,1,64.5,4
16/17,30670,1,3,6,0,13,6,9,75.28571428571429,28
16/17,30690,0,0,0,0,1,2,1,90.0,4
16/17,30739,0,1,6,0,6,9,10,71.32,25
16/17,31552,2,0,0,0,20,1,6,59.111111111111114,27
16/17,31579,2,5,3,0,13,4,2,60.05263157894737,19
16/17,31642,0,0,0,1,11,12,7,78.7,30
16/17,31720,0,1,2,0,5,6,7,30.38888888888889,18
16/17,31835,7,4,8,1,8,16,13,86.62162162162163,37
16/17,32617,1,1,3,0,19,2,3,85.20833333333333,24
16/17,33027,0,0,0,0,5,0,3,90.0,8
16/17,33478,0,0,5,0,7,6,7,61.25,20
16/17,33544,0,3,1,0,2,9,3,61.214285714285715,14
16/17,33639,4,2,2,1,8,6,9,43.69565217391305,23
16/17,33713,5,3,0,0,6,14,8,49.07142857142857,28
16/17,33781,0,0,2,0,5,6,8,90.0,19
16/17,33829,2,1,4,1,11,17,9,85.62162162162163,37
16/17,33873,0,0,0,0,8,4,5,82.17647058823529,17
16/17,33951,1,0,4,0,19,7,6,87.15625,32
16/17,33952,3,0,1,0,8,6,7,50.904761904761905,21
16/17,34409,1,0,1,0,8,7,4,51.578947368421055,19
16/17,34838,0,1,2,0,5,3,5,17.846153846153847,13
16/17,35099,4,1,0,0,10,3,3,63.4375,16
16/17,35413,1,0,2,0,11,6,4,39.0,21
16/17,35518,2,11,1,0,6,14,4,75.04166666666667,24
16/17,35664,6,19,4,0,7,19,9,87.08571428571429,35
16/17,35855,3,2,2,0,20,7,7,52.23529411764706,34
16/17,36139,8,13,2,0,10,16,8,67.41176470588235,34
16/17,36500,0,2,1,0,7,3,2,55.25,12
16/17,36608,0,1,2,0,11,4,6,61.285714285714285,21
16/17,36814,0,3,7,0,9,8,5,81.95454545454545,22
16/17,36827,2,2,5,0,9,11,13,88.42424242424242,33
16/17,36861,2,3,2,0,15,9,8,90.0,32
16/17,36866,1,0,8,0,14,4,6,84.70833333333333,24
16/17,36884,0,0,0,0,1,0,0,13.0,1
16/17,36939,3,3,1,0,14,9,3,51.30769230769231,26
16/17,37011,1,1,1,0,1,10,2,17.846153846153847,13
16/17,37148,1,2,0,0,12,2,1,69.06666666666666,15
16/17,37152,1,0,1,0,8,2,2,84.33333333333333,12
16/17,37157,2,2,1,0,10,8,7,70.4,25
16/17,37171,3,3,5,0,13,9,12,59.85294117647059,34
16/17,37304,10,4,2,0,10,13,5,75.39285714285714,28
16/17,37337,0,0,2,0,8,3,4,49.666666666666664,15
16/17,37363,0,0,8,0,12,9,10,71.48387096774194,31
16/17,37397,0,0,0,0,1,0,0,90.0,1
16/17,37442,0,0,5,0,2,19,9,87.1,30
16/17,37526,1,2,5,0,6,8,10,89.0,24
16/17,37579,1,0,0,0,1,1,0,65.5,2
16/17,37647,9,12,3,0,6,15,9,85.76666666666667,30
16/17,37787,0,0,0,0,1,0,1,33.0,2
16/17,37838,0,0,2,0,8,10,6,79.04166666666667,24
16/17,37981,2,0,5,0,11,4,6,84.57142857142857,21
16/17,38073,1,2,2,0,12,7,5,73.91666666666667,24
16/17,38145,0,0,0,0,3,0,0,85.33333333333333,3
16/17,38388,0,2,2,0,5,4,1,27.5,10
16/17,38497,3,3,5,0,11,4,5,64.7,20
16/17,39010,0,0,0,0,5,0,1,59.166666666666664,6
16/17,39037,0,0,1,0,11,6,4,90.0,21
16/17,39152,1,0,1,0,7,1,2,22.9,10
16/17,39471,0,0,2,0,22,1,5,90.0,28
16/17,39532,0,0,0,0,4,2,4,36.5,10
16/17,39679,1,0,2,0,6,6,6,59.44444444444444,18
16/17,39908,5,2,2,0,24,1,7,51.8125,32
16/17,40043,0,0,4,0,11,8,6,61.08,25
16/17,40204,0,0,0,0,9,17,9,88.85714285714286,35
16/17,40433,13,5,1,0,6,15,9,81.5,30
16/17,40567,1,0,4,1,13,8,13,90.0,34
16/17,40611,1,4,6,0,9,17,6,90.0,32
16/17,40613,1,2,3,0,13,12,10,72.68571428571428,35
16/17,41112,1,0,2,0,6,0,5,85.9090909090909,11
16/17,41384,11,6,2,0,12,13,9,82.91176470588235,34
16/17,41414,0,1,8,0,9,10,8,72.37037037037037,27
16/17,41416,2,2,5,0,14,10,4,78.28571428571429,28
16/17,42411,0,0,1,0,6,2,3,32.54545454545455,11
16/17,42412,1,1,4,0,12,7,11,86.43333333333334,30
16/17,42413,0,1,3,0,1,3,3,34.142857142857146,7
16/17,42513,0,0,0,0,2,0,0,5.5,2
16/17,42710,4,2,3,0,6,19,13,90.0,38
16/17,43003,0,3,1,0,7,20,10,87.8108108108108,37
16/17,43250,0,0,5,0,5,13,11,89.48275862068965,29
16/17,43261,0,1,1,0,2,0,3,55.8,5
16/17,43530,4,6,2,0,7,13,10,70.46666666666667,30
16/17,43763,0,1,10,0,13,13,9,88.48571428571428,35
16/17,44068,6,7,6,0,10,19,9,76.28947368421052,38
16/17,44624,7,1,0,0,18,8,3,54.758620689655174,29
16/17,44675,7,1,2,0,10,11,6,63.18518518518518,27
16/17,44779,12,7,8,0,10,11,7,84.92857142857143,28
16/17,44792,1,0,0,0,1,11,3,25.4,15
16/17,44855,1,0,2,0,3,1,7,51.45454545454545,11
16/17,44983,3,2,6,0,16,11,7,70.52941176470588,34
16/17,45121,1,0,0,0,4,5,4,21.846153846153847,13
16/17,45272,0,0,1,0,5,2,0,53.0,7
16/17,45330,0,1,9,0,13,10,11,83.88235294117646,34
16/17,45333,2,2,7,0,11,10,8,83.96551724137932,29
16/17,45395,3,4,7,0,21,8,7,82.02777777777777,36
16/17,45403,12,5,5,0,14,11,9,86.47058823529412,34
16/17,45494,0,0,1,0,12,8,9,90.0,29
16/17,45509,0,1,0,0,9,2,7,24.77777777777778,18
16/17,45693,3,0,2,0,7,7,7,37.904761904761905,21
16/17,45861,0,0,4,0,9,7,4,84.85,20
16/17,46001,1,8,3,0,19,9,9,87.08108108108108,37
16/17,46156,3,4,3,0,9,16,4,78.65517241379311,29
16/17,46580,0,0,0,0,2,0,0,11.0,2
16/17,46791,2,1,1,0,10,6,4,53.55,20
16/17,46831,1,0,0,0,2,1,0,8.333333333333334,3
16/17,47082,8,1,0,0,3,6,5,70.0,14
16/17,47659,0,0,3,0,11,3,3,90.0,17
16/17,47713,1,0,1,0,6,9,7,84.31818181818181,22
16/17,47995,2,3,3,0,13,11,7,84.64516129032258,31
16/17,48002,0,0,5,0,5,13,10,83.14285714285714,28
16/17,48066,9,1,2,0,5,12,10,53.111111111111114,27
16/17,49319,0,0,2,0,5,2,3,90.0,10
16/17,49327,0,0,0,0,2,1,1,37.75,4
16/17,49499,11,5,1,0,19,9,10,83.36842105263158,38
16/17,49655,1,1,2,0,8,7,4,32.526315789473685,19
16/17,49734,0,0,0,0,4,4,7,72.26666666666667,15
16/17,50057,5,4,4,0,6,15,10,84.58064516129032,31
16/17,50174,1,4,7,0,2,13,9,88.83333333333333,24
16/17,50201,9,3,2,0,10,12,7,52.41379310344828,29
16/17,50202,4,4,2,0,10,10,11,70.70967741935483,31
16/17,50219,0,0,2,0,8,15,11,90.0,34
16/17,50362,2,0,0,0,5,9,3,44.294117647058826,17
16/17,50477,0,0,1,0,0,3,1,16.25,4
16/17,50935,0,0,0,0,0,0,1,23.0,1
16/17,51152,9,4,4,2,16,8,10,62.23529411764706,34
16/17,51174,2,0,4,0,7,9,8,70.70833333333333,24
16/17,51226,0,0,3,0,13,1,6,68.45,20
16/17,51321,0,0,0,0,3,3,0,90.0,6
16/17,51452,2,1,0,0,4,7,8,38.36842105263158,19
16/17,51540,0,0,0,0,2,2,0,37.0,4
16/17,52119,5,3,2,0,15,8,10,90.0,33
16/17,52570,0,0,0,0,3,12,3,90.0,18
16/17,52769,5,9,5,0,11,10,14,78.57142857142857,35
16/17,53173,0,0,2,0,12,14,5,86.61290322580645,31
16/17,53360,0,0,1,0,1,6,5,28.833333333333332,12
16/17,54170,2,0,1,0,6,4,2,50.666666666666664,12
16/17,54781,1,0,9,0,8,14,8,89.06666666666666,30
16/17,54890,6,3,0,0,2,18,9,33.37931034482759,29
16/17,54906,1,0,8,0,6,14,8,68.89285714285714,28
16/17,55247,0,0,0,0,1,0,1,90.0,2
16/17,55619,0,0,4,0,6,3,3,41.833333333333336,12
16/17,55687,1,0,1,0,1,4,7,54.666666666666664,12
16/17,55742,1,0,7,0,8,6,7,79.57142857142857,21
16/17,56818,1,0,3,0,6,16,7,76.0,29
16/17,56872,2,2,2,0,3,15,7,41.96,25
16/17,57079,1,0,5,0,12,2,8,52.63636363636363,22
