season,player_id,total_goals,total_assists,total_yellow_cards,total_red_cards,total_loss,total__win,total_draw,avg_minutes_played,number_played
13/14,107350,0,0,0,0,0,0,1,21.0,1
13/14,110861,0,0,0,0,1,0,1,9.5,2
13/14,111961,0,0,0,0,2,8,4,43.0,14
13/14,116655,0,0,0,0,0,1,0,1.0,1
13/14,117996,0,2,4,0,2,10,5,70.94117647058823,17
13/14,119269,0,0,0,0,0,1,0,1.0,1
13/14,121236,0,0,0,0,0,1,0,12.0,1
13/14,121279,0,1,0,0,4,2,1,10.714285714285714,7
13/14,121280,2,2,0,0,5,10,3,87.5,18
13/14,121477,0,0,0,0,1,0,0,90.0,1
13/14,123742,5,3,2,1,9,7,10,64.88461538461539,26
13/14,124495,0,1,0,0,2,2,2,9.333333333333334,6
13/14,124983,0,1,1,0,3,6,6,15.2,15
13/14,126321,0,0,2,0,4,6,4,84.85714285714286,14
13/14,126722,0,0,0,0,0,0,1,2.0,1
13/14,128287,0,0,0,0,0,0,1,25.0,1
13/14,128901,0,0,0,0,0,1,0,1.0,1
13/14,128910,0,0,0,0,4,0,1,46.0,5
13/14,128912,0,1,0,0,1,6,5,84.58333333333333,12
13/14,129688,0,0,0,0,3,0,1,12.5,4
13/14,130108,0,0,0,0,0,2,0,11.0,2
13/14,131978,0,0,2,0,2,2,3,29.428571428571427,7
13/14,132098,0,0,0,0,3,0,1,35.0,4
13/14,133392,0,0,0,0,1,0,0,17.0,1
13/14,134424,1,0,0,0,0,2,0,15.0,2
13/14,134425,2,6,1,0,7,10,7,72.83333333333333,24
13/14,136589,0,1,6,0,8,0,6,67.14285714285714,14
13/14,143424,1,5,1,0,4,15,6,42.48,25
13/14,143559,0,0,1,0,4,13,4,86.76190476190476,21
13/14,146844,0,0,0,0,5,0,2,33.0,7
13/14,155233,0,0,0,0,1,0,0,90.0,1
13/14,158697,1,0,1,0,8,1,4,31.384615384615383,13
13/14,159471,0,0,0,0,1,0,0,7.0,1
13/14,160080,0,2,3,0,2,6,3,54.09090909090909,11
13/14,170929,0,0,0,0,2,1,1,49.75,4
13/14,171234,0,0,0,0,2,0,1,8.333333333333334,3
13/14,176485,0,1,0,0,0,1,0,16.0,1
13/14,177321,0,0,0,0,0,3,0,1.0,3
13/14,177476,0,0,0,0,0,3,0,30.666666666666668,3
13/14,181579,0,1,0,0,7,3,5,32.2,15
13/14,182579,0,0,0,0,0,1,0,84.0,1
13/14,183288,0,0,2,0,7,7,11,78.04,25
13/14,189740,1,0,1,0,2,0,2,11.5,4
13/14,192765,1,2,5,0,14,10,13,82.4054054054054,37
13/14,195488,0,0,0,0,3,3,3,90.0,9
13/14,195652,0,1,0,0,0,1,0,64.0,1
13/14,196316,0,0,0,0,1,0,0,2.0,1
13/14,203784,0,0,0,0,1,0,0,18.0,1
13/14,204354,0,0,0,0,1,2,0,7.666666666666667,3
13/14,207037,0,0,0,0,2,0,0,55.5,2
13/14,218144,0,0,1,0,2,0,0,10.5,2
13/14,245805,0,0,1,0,1,0,0,4.0,1
14/15,65,4,2,3,0,12,5,1,87.16666666666667,18
14/15,132,2,1,7,0,5,16,6,58.22222222222222,27
14/15,488,0,0,0,0,7,2,3,90.0,12
14/15,1327,0,0,1,0,1,2,0,37.666666666666664,3
14/15,1368,1,1,2,0,14,11,7,82.40625,32
14/15,1662,0,3,3,0,18,9,4,85.41935483870968,31
14/15,2857,0,0,0,0,1,0,0,90.0,1
14/15,2874,0,0,0,0,3,0,0,21.666666666666668,3
14/15,2963,2,2,6,0,4,19,4,90.0,27
14/15,2998,0,1,4,0,5,3,4,88.91666666666667,12
14/15,3109,13,15,7,0,4,24,6,85.29411764705883,34
14/15,3131,0,0,0,0,4,0,0,19.0,4
14/15,3160,2,1,3,0,6,22,6,90.0,34
14/15,3163,6,3,4,0,4,16,6,65.42307692307692,26
14/15,3179,5,2,1,0,14,7,5,32.53846153846154,26
14/15,3182,0,2,1,0,2,12,3,81.47058823529412,17
14/15,3195,1,0,1,0,4,3,1,22.375,8
14/15,3202,0,3,2,0,4,12,4,71.95,20
14/15,3220,0,0,2,0,13,4,3,74.3,20
14/15,3226,2,0,0,0,5,2,5,71.33333333333333,12
14/15,3235,0,0,0,0,6,4,4,80.57142857142857,14
14/15,3259,0,3,1,0,8,6,1,46.266666666666666,15
14/15,3270,0,0,0,0,4,2,2,90.0,8
14/15,3276,2,2,2,0,12,11,3,49.38461538461539,26
14/15,3291,3,4,10,0,6,20,6,89.03125,32
14/15,3297,2,1,3,0,14,5,3,56.90909090909091,22
14/15,3306,5,2,8,1,13,10,9,70.0,32
14/15,3332,17,12,8,0,8,15,6,84.41379310344827,29
14/15,3333,1,7,3,0,4,22,5,43.83870967741935,31
14/15,3356,0,0,2,0,5,20,8,88.63636363636364,33
14/15,3357,0,0,0,0,1,2,1,90.0,4
14/15,3405,0,2,2,3,11,8,6,82.6,25
14/15,3406,0,2,3,0,2,7,3,41.916666666666664,12
14/15,3473,0,0,0,0,2,1,1,78.75,4
14/15,3476,0,0,0,0,1,0,0,90.0,1
14/15,3540,1,0,2,1,17,9,7,88.54545454545455,33
14/15,3547,0,0,0,0,2,8,2,64.91666666666667,12
14/15,3548,4,5,5,0,18,8,5,76.7741935483871,31
14/15,3560,0,0,2,0,6,1,2,40.888888888888886,9
14/15,3562,0,0,1,0,8,3,2,84.61538461538461,13
14/15,3580,0,0,2,0,10,3,0,81.84615384615384,13
14/15,3614,0,0,0,0,0,1,0,3.0,1
14/15,3620,3,5,4,0,8,21,9,57.18421052631579,38
14/15,3640,0,0,0,0,2,0,0,73.5,2
14/15,3692,0,1,0,0,9,3,6,90.0,18
14/15,3730,0,0,1,0,0,2,1,42.666666666666664,3
14/15,3762,3,6,3,0,18,6,8,83.15625,32
14/15,3775,0,0,4,0,11,9,2,83.63636363636364,22
14/15,3785,2,1,7,0,19,5,5,79.93103448275862,29
14/15,3788,0,0,0,0,3,5,3,38.18181818181818,11
14/15,3838,0,0,0,0,6,3,5,90.0,14
14/15,3875,1,0,1,0,3,9,2,30.214285714285715,14
14/15,3876,3,0,2,0,11,4,5,37.05,20
14/15,3878,1,0,5,0,10,14,5,83.20689655172414,29
14/15,3881,0,2,3,0,4,21,4,86.89655172413794,29
14/15,3950,7,7,7,2,17,10,6,81.63636363636364,33
14/15,4063,1,2,0,0,17,11,4,78.4375,32
14/15,4070,1,2,6,0,13,6,14,86.93939393939394,33
14/15,4072,7,6,7,0,13,11,10,77.73529411764706,34
14/15,4241,0,0,0,0,2,8,0,78.4,10
14/15,4257,9,5,1,0,4,14,3,62.19047619047619,21
14/15,4267,0,1,4,1,8,20,9,88.1891891891892,37
14/15,4277,1,1,3,0,7,4,1,85.58333333333333,12
14/15,4311,0,0,0,0,14,3,2,88.52631578947368,19
14/15,4315,1,1,3,0,7,4,4,83.33333333333333,15
14/15,4321,1,3,2,0,4,11,8,70.95652173913044,23
14/15,4380,12,3,2,0,6,10,5,75.38095238095238,21
14/15,4383,1,4,3,0,16,6,7,51.241379310344826,29
14/15,4624,0,0,1,0,2,0,1,90.0,3
14/15,5285,1,5,2,0,10,16,7,87.39393939393939,33
14/15,5352,0,0,1,0,1,2,1,84.5,4
14/15,5588,0,0,2,0,0,5,0,29.4,5
14/15,5658,0,0,0,0,5,23,6,90.0,34
14/15,5825,0,0,0,0,0,2,0,45.0,2
14/15,6106,0,0,1,0,11,3,0,46.785714285714285,14
14/15,6107,0,0,0,0,1,1,1,90.0,3
14/15,6150,0,0,2,0,14,11,2,89.07407407407408,27
14/15,6710,2,1,3,0,6,22,7,90.0,35
14/15,7330,0,1,3,0,6,3,7,81.75,16
14/15,7449,0,0,1,0,3,15,2,83.0,20
14/15,7451,2,0,3,1,5,19,7,77.64516129032258,31
14/15,7767,5,5,6,0,6,17,5,56.107142857142854,28
14/15,8552,0,0,0,0,1,1,3,15.8,5
14/15,8883,11,5,0,0,6,12,3,86.14285714285714,21
14/15,9218,0,0,3,0,10,8,2,70.6,20
14/15,9413,2,0,0,0,4,2,2,32.25,8
14/15,9422,0,0,0,2,14,7,5,85.6923076923077,26
14/15,9500,0,0,2,0,22,7,8,90.0,37
14/15,9594,4,1,6,1,3,21,4,84.46428571428571,28
14/15,9988,0,0,7,0,10,17,5,88.6875,32
14/15,10642,0,0,0,0,17,13,3,88.24242424242425,33
14/15,11365,0,0,0,0,4,1,0,56.2,5
14/15,12124,0,1,6,0,11,13,8,73.78125,32
14/15,12127,0,0,7,0,12,4,6,88.36363636363636,22
14/15,12384,1,0,7,0,12,3,6,70.85714285714286,21
14/15,12516,7,3,4,0,13,10,7,69.7,30
14/15,12691,1,0,6,0,12,8,4,79.125,24
14/15,12693,0,0,0,0,1,0,0,66.0,1
14/15,12704,1,1,3,0,10,4,6,71.1,20
14/15,12709,1,0,0,0,13,8,2,85.82608695652173,23
14/15,12763,5,3,1,0,7,19,5,45.54838709677419,31
14/15,12814,0,0,0,0,19,13,5,90.0,37
14/15,13091,20,9,4,0,6,25,4,83.62857142857143,35
14/15,13239,3,2,0,0,19,3,2,51.708333333333336,24
14/15,13412,1,0,1,0,6,2,2,37.6,10
14/15,13427,7,2,5,0,24,9,5,85.05263157894737,38
14/15,13465,2,5,6,0,20,9,7,87.36111111111111,36
14/15,13507,5,4,6,0,7,17,8,88.75,32
14/15,13520,0,1,2,0,6,12,8,89.07692307692308,26
14/15,13572,0,0,1,0,10,4,10,89.5,24
14/15,13616,0,0,1,0,3,1,1,54.8,5
14/15,13640,0,0,0,0,2,0,0,90.0,2
14/15,13829,1,0,2,0,4,1,4,73.11111111111111,9
14/15,13979,5,2,5,0,14,5,3,59.22727272727273,22
14/15,14013,2,0,0,0,8,1,1,21.8,10
14/15,14066,2,4,2,0,18,10,7,77.34285714285714,35
14/15,14086,2,4,4,0,6,10,4,51.55,20
14/15,14178,0,0,0,0,2,0,1,57.333333333333336,3
14/15,14221,1,5,1,0,7,16,4,81.0,27
14/15,14259,0,0,0,0,3,2,1,82.5,6
14/15,14746,0,2,1,0,10,2,6,53.55555555555556,18
14/15,14940,0,0,1,0,9,2,4,75.46666666666667,15
14/15,15164,0,0,0,0,8,1,1,85.3,10
14/15,15166,1,4,5,0,15,10,4,68.48275862068965,29
14/15,15185,8,4,0,0,5,12,3,58.6,20
14/15,15220,0,1,0,0,6,14,9,88.89655172413794,29
14/15,15773,2,1,9,0,14,6,6,86.38461538461539,26
14/15,15799,4,8,2,0,6,20,5,83.7741935483871,31
14/15,15904,0,1,0,0,4,7,3,55.857142857142854,14
14/15,15921,2,3,1,0,17,8,7,60.90625,32
14/15,15956,4,7,0,0,6,20,4,59.166666666666664,30
14/15,16576,0,0,0,0,3,1,0,85.5,4
14/15,17273,1,0,0,1,7,2,1,73.0,10
14/15,17396,2,0,8,1,4,18,5,59.48148148148148,27
14/15,17965,0,0,2,0,10,21,6,90.0,37
14/15,18091,0,0,2,0,1,2,0,51.666666666666664,3
14/15,18227,2,1,5,0,20,10,7,89.89189189189189,37
14/15,18324,0,1,1,0,5,3,6,34.5,14
14/15,18644,9,5,1,0,5,22,5,53.96875,32
14/15,18900,3,4,1,0,14,9,4,48.25925925925926,27
14/15,18935,7,9,3,0,5,25,4,73.5,34
14/15,19085,5,3,9,0,17,10,5,72.0625,32
14/15,19368,1,2,5,0,8,17,3,64.96428571428571,28
14/15,19721,0,0,0,0,0,0,2,41.5,2
14/15,19726,0,0,7,1,8,12,5,83.32,25
14/15,20007,1,7,11,0,6,24,5,87.97142857142858,35
14/15,20975,0,0,0,0,1,0,1,17.0,2
14/15,21333,0,1,0,0,6,9,1,29.375,16
14/15,21863,0,0,1,1,3,1,3,70.14285714285714,7
14/15,22203,0,1,3,0,5,4,1,25.4,10
14/15,22491,0,0,0,0,0,1,0,90.0,1
14/15,22614,6,2,6,0,18,6,6,85.73333333333333,30
14/15,22801,0,0,0,0,1,6,2,8.555555555555555,9
14/15,22832,2,1,0,0,2,17,1,71.0,20
14/15,23218,0,0,2,0,4,1,1,86.0,6
14/15,23825,6,5,3,0,17,15,3,74.91428571428571,35
14/15,24180,7,1,6,0,6,24,6,89.5,36
14/15,24589,1,1,1,0,10,3,3,50.0,16
14/15,24636,0,0,0,0,6,3,1,68.6,10
14/15,25248,1,1,10,0,12,7,13,88.09375,32
14/15,25523,2,1,7,0,15,9,7,70.54838709677419,31
14/15,25542,0,0,0,0,5,0,1,67.16666666666667,6
14/15,25553,0,0,0,0,13,6,4,82.82608695652173,23
14/15,25742,5,3,3,0,11,7,7,67.88,25
14/15,25834,0,0,0,0,0,0,1,90.0,1
14/15,26267,5,3,8,0,4,26,3,79.03030303030303,33
14/15,26276,0,0,2,1,11,9,6,90.0,26
14/15,26399,17,10,4,0,4,16,3,66.8695652173913,23
14/15,26443,0,0,0,0,4,2,0,43.333333333333336,6
14/15,26763,0,0,0,0,0,1,0,16.0,1
14/15,26764,1,4,6,0,7,23,5,87.45714285714286,35
14/15,26946,2,0,1,0,12,7,3,51.59090909090909,22
14/15,27114,1,1,1,2,6,6,1,72.53846153846153,13
14/15,27306,1,4,8,1,13,12,4,86.03448275862068,29
14/15,27505,0,0,0,0,2,1,1,22.25,4
14/15,27511,1,2,2,0,4,20,6,87.43333333333334,30
14/15,27577,0,0,0,0,5,0,0,71.0,5
14/15,27614,1,3,1,0,14,5,13,68.96875,32
14/15,28245,1,1,0,0,11,3,4,53.55555555555556,18
14/15,28336,1,2,7,0,19,13,6,88.26315789473684,38
14/15,28396,16,8,4,0,5,22,4,64.19354838709677,31
14/15,28973,2,7,3,0,12,14,8,73.52941176470588,34
14/15,28990,8,4,6,0,12,11,8,56.74193548387097,31
14/15,29152,1,2,1,0,8,5,5,55.611111111111114,18
14/15,29158,0,0,0,0,9,4,5,87.38888888888889,18
14/15,29356,0,1,0,0,5,3,2,75.1,10
14/15,29434,7,3,5,0,7,11,1,79.36842105263158,19
14/15,29692,0,0,0,0,0,1,0,90.0,1
14/15,29712,0,0,2,0,21,8,9,90.0,38
14/15,29974,0,0,0,0,0,1,0,26.0,1
14/15,30456,0,0,6,1,12,12,9,81.54545454545455,33
14/15,30670,1,1,2,0,16,14,4,72.38235294117646,34
14/15,30697,0,1,4,0,15,10,7,87.65625,32
14/15,30739,1,1,3,0,2,16,6,44.375,24
14/15,31067,4,5,1,0,14,11,9,69.29411764705883,34
14/15,31535,0,0,0,0,1,1,0,11.5,2
14/15,31552,0,1,0,0,4,2,2,37.625,8
14/15,31553,0,1,0,0,2,1,0,86.0,3
14/15,31579,8,6,2,0,20,9,7,67.91666666666667,36
14/15,31642,2,2,7,0,14,13,10,88.78378378378379,37
14/15,31645,0,0,0,0,2,2,0,38.75,4
14/15,31720,1,3,6,0,13,10,8,71.54838709677419,31
14/15,31835,3,6,8,0,20,11,7,88.02631578947368,38
14/15,32617,0,0,0,0,1,1,0,80.5,2
14/15,33027,0,0,0,0,17,15,4,90.0,36
14/15,33046,0,0,0,0,1,0,0,90.0,1
14/15,33249,0,0,0,0,2,0,0,46.5,2
14/15,33478,0,2,10,0,17,13,3,83.75757575757575,33
14/15,33544,2,4,8,0,8,15,6,66.96551724137932,29
14/15,33639,8,9,6,0,6,17,9,72.9375,32
14/15,33706,0,0,0,0,6,3,2,50.90909090909091,11
14/15,33713,5,5,1,0,2,9,2,66.07692307692308,13
14/15,33781,0,0,0,0,13,9,7,88.51724137931035,29
14/15,33822,0,0,0,0,5,1,0,31.666666666666668,6
14/15,33829,3,0,7,0,11,15,10,88.36111111111111,36
14/15,33873,1,0,1,0,10,12,10,90.0,32
14/15,33951,0,0,1,0,14,6,7,88.07407407407408,27
14/15,33952,2,3,0,0,12,10,2,57.625,24
14/15,34409,2,1,1,0,4,6,4,89.21428571428571,14
14/15,34557,2,0,0,0,2,6,1,17.444444444444443,9
14/15,34559,0,0,2,0,1,1,1,90.0,3
14/15,34672,0,0,4,0,10,2,5,72.70588235294117,17
14/15,34838,2,3,3,0,9,8,8,55.52,25
14/15,34870,6,5,7,0,9,14,5,69.03571428571429,28
14/15,34944,0,0,0,0,2,0,1,50.333333333333336,3
14/15,35035,2,2,1,0,4,2,3,50.55555555555556,9
14/15,35099,3,0,1,0,9,5,6,61.95,20
14/15,35518,7,11,5,0,4,21,2,80.51851851851852,27
14/15,35548,1,0,6,0,12,7,4,80.26086956521739,23
14/15,35571,0,2,0,0,1,6,1,75.25,8
14/15,35664,5,10,0,0,4,17,5,82.65384615384616,26
14/15,35855,2,2,4,0,14,11,4,61.827586206896555,29
14/15,36350,0,0,7,0,4,21,4,52.62068965517241,29
14/15,36608,2,0,4,0,7,3,4,79.0,14
14/15,36787,0,0,1,0,5,2,1,74.0,8
14/15,36814,3,5,7,0,13,3,12,80.10714285714286,28
14/15,36827,3,1,8,0,6,23,7,88.33333333333333,36
14/15,36861,1,1,9,0,18,13,6,88.78378378378379,37
14/15,36866,0,1,5,0,8,5,8,82.85714285714286,21
14/15,37011,6,2,1,0,11,8,8,64.81481481481481,27
14/15,37148,4,6,7,0,16,7,7,81.53333333333333,30
14/15,37157,5,1,0,0,11,7,10,74.25,28
14/15,37171,2,2,5,0,9,4,5,42.5,18
14/15,37304,7,2,2,0,17,5,8,74.73333333333333,30
14/15,37363,1,0,5,1,12,7,5,73.20833333333333,24
14/15,37389,3,0,3,0,4,4,5,65.76923076923077,13
14/15,37526,1,0,2,0,11,7,4,76.0909090909091,22
14/15,37787,1,2,2,0,2,4,1,19.285714285714285,7
14/15,37838,2,1,7,0,10,12,9,89.93548387096774,31
14/15,37934,2,2,0,0,5,4,4,48.0,13
14/15,37957,0,1,2,0,14,2,4,79.7,20
14/15,38003,0,0,2,0,2,6,0,62.125,8
14/15,38073,0,1,2,0,18,7,9,87.20588235294117,34
14/15,38145,1,1,6,0,11,9,4,88.04166666666667,24
14/15,39037,0,0,0,0,2,0,0,90.0,2
14/15,39378,1,3,3,0,16,9,6,57.29032258064516,31
14/15,39471,0,1,1,0,20,10,8,90.0,38
14/15,39518,0,1,5,0,17,6,8,87.7741935483871,31
14/15,39532,3,3,3,0,12,4,9,48.72,25
14/15,39642,1,3,0,0,9,2,1,64.41666666666667,12
14/15,39679,0,3,2,0,5,9,5,72.42105263157895,19
14/15,39705,0,0,0,0,4,2,2,15.125,8
14/15,39883,4,4,3,0,11,6,11,76.85714285714286,28
14/15,39908,0,0,0,0,2,0,1,16.333333333333332,3
14/15,39909,0,0,0,0,6,2,1,24.88888888888889,9
14/15,40043,0,2,2,0,11,8,6,80.88,25
14/15,40204,0,0,1,0,5,22,4,90.0,31
14/15,40205,5,3,0,0,4,12,3,34.78947368421053,19
14/15,40567,2,1,4,0,13,6,13,89.375,32
14/15,40611,0,0,3,0,10,4,3,85.58823529411765,17
14/15,40612,0,0,4,0,7,4,1,70.58333333333333,12
14/15,40613,0,2,5,0,9,12,7,62.0,28
14/15,41242,0,0,0,0,3,0,0,14.0,3
14/15,41355,1,2,1,0,14,5,6,55.76,25
14/15,41384,4,10,3,0,10,11,9,75.2,30
14/15,41414,0,0,6,0,6,17,4,69.33333333333333,27
14/15,41665,0,0,0,0,5,8,2,50.4,15
14/15,41749,0,0,0,0,4,1,2,90.0,7
14/15,42198,1,4,1,0,8,6,3,55.05882352941177,17
14/15,42411,6,5,4,0,22,6,9,75.0,37
14/15,42412,0,0,0,0,6,8,3,81.0,17
14/15,42413,0,0,0,0,1,0,0,27.0,1
14/15,42513,6,2,0,0,19,6,7,63.125,32
14/15,42751,0,0,1,0,1,3,0,68.0,4
14/15,43003,0,1,2,0,3,19,1,51.26086956521739,23
14/15,43193,0,0,0,0,1,0,1,52.0,2
14/15,43250,0,0,4,0,8,11,4,87.1304347826087,23
14/15,43261,0,0,0,0,1,2,0,11.0,3
14/15,43266,0,0,0,0,10,3,2,33.6,15
14/15,43530,9,8,3,0,12,15,11,81.60526315789474,38
14/15,43763,1,2,5,0,14,11,11,80.61111111111111,36
14/15,44058,0,0,2,0,7,23,7,90.0,37
14/15,44068,6,7,0,0,8,15,5,73.71428571428571,28
14/15,44352,31,17,6,0,5,23,5,89.84848484848484,33
14/15,44792,0,1,2,1,5,16,7,73.35714285714286,28
14/15,44983,0,0,1,0,5,3,0,45.125,8
14/15,45121,14,3,2,1,9,14,3,80.88461538461539,26
14/15,45272,2,2,7,0,15,7,15,83.24324324324324,37
14/15,45287,0,1,0,0,9,3,0,49.416666666666664,12
14/15,45330,1,0,7,0,10,5,12,68.25925925925925,27
14/15,45333,1,3,5,0,8,20,6,84.0,34
14/15,45395,2,0,3,0,16,6,5,77.18518518518519,27
14/15,45494,0,0,0,0,0,0,1,90.0,1
14/15,45623,2,2,2,0,16,8,5,41.3448275862069,29
14/15,45631,0,0,0,0,1,0,0,6.0,1
14/15,45693,1,1,1,0,4,6,4,28.214285714285715,14
14/15,45861,1,0,7,0,14,12,11,88.97297297297297,37
14/15,45921,0,0,0,0,0,0,1,12.0,1
14/15,46001,3,6,8,0,16,15,4,86.71428571428571,35
14/15,46104,3,2,1,0,2,8,3,27.692307692307693,13
14/15,46156,1,8,2,0,4,22,4,65.66666666666667,30
14/15,46220,2,7,2,0,13,7,7,53.0,27
14/15,46741,0,1,6,0,3,12,4,71.47368421052632,19
14/15,46831,1,2,0,0,8,2,4,71.85714285714286,14
14/15,47082,22,9,1,0,3,20,6,78.51724137931035,29
14/15,47659,0,0,1,0,1,5,1,90.0,7
14/15,47713,1,0,0,0,5,10,3,82.27777777777777,18
14/15,47995,7,4,2,0,16,13,5,74.02941176470588,34
14/15,48066,2,5,0,1,9,5,1,72.86666666666666,15
14/15,49327,3,1,6,1,17,7,8,76.9375,32
14/15,49655,13,11,2,0,12,15,10,76.16216216216216,37
14/15,49693,5,4,1,0,20,9,8,71.89189189189189,37
14/15,50057,10,9,3,0,4,16,3,76.69565217391305,23
14/15,50174,1,4,4,1,6,13,3,86.45454545454545,22
14/15,50201,10,2,4,0,13,8,5,81.84615384615384,26
14/15,50202,14,9,2,0,5,23,7,82.8,35
14/15,50219,0,0,0,0,6,26,6,90.0,38
14/15,50362,3,3,7,0,18,9,7,88.32352941176471,34
14/15,50935,4,3,2,0,10,10,4,35.0,24
14/15,51040,1,2,0,0,17,4,2,56.52173913043478,23
14/15,51088,0,0,0,0,4,0,2,15.5,6
14/15,51318,0,0,0,0,1,1,0,43.5,2
14/15,51452,1,1,4,0,3,17,4,59.916666666666664,24
14/15,51681,3,1,7,1,15,8,8,86.7741935483871,31
14/15,52769,4,3,5,0,3,17,5,67.16,25
14/15,53360,15,3,2,0,11,13,9,77.87878787878788,33
14/15,54170,1,4,9,0,5,19,6,86.96666666666667,30
14/15,54775,0,1,0,0,4,1,1,33.0,6
14/15,55508,2,3,3,0,11,9,6,57.26923076923077,26
14/15,56818,2,1,8,0,9,14,10,83.81818181818181,33
14/15,57079,0,0,0,0,0,3,2,21.8,5
14/15,57207,7,6,5,0,19,7,9,64.68571428571428,35
14/15,57229,6,2,3,1,9,16,5,79.36666666666666,30
14/15,57275,4,0,1,0,7,4,8,58.473684210526315,19
14/15,57480,0,0,5,1,12,9,2,65.08695652173913,23
14/15,57500,0,1,1,0,4,19,6,80.17241379310344,29
14/15,57515,0,2,2,0,2,10,3,72.66666666666667,15
14/15,58205,8,2,1,0,6,20,4,44.2,30
14/15,58361,0,0,3,0,6,5,5,32.0625,16
14/15,59377,0,0,1,0,12,18,7,90.0,37
14/15,59631,1,3,1,0,5,15,4,60.5,24
14/15,59866,1,0,1,0,4,11,4,33.8421052631579,19
14/15,60591,2,2,2,1,14,8,6,53.642857142857146,28
14/15,60603,0,0,3,0,14,6,8,84.14285714285714,28
14/15,60889,0,1,6,0,18,7,9,84.5,34
14/15,61560,0,4,4,0,11,4,4,50.89473684210526,19
14/15,61561,1,1,1,0,10,4,1,67.0,15
14/15,61568,0,0,0,0,6,1,3,46.2,10
14/15,61572,0,0,2,0,2,0,0,85.5,2
14/15,61592,0,0,7,0,16,10,5,83.90322580645162,31
14/15,61644,3,3,6,0,18,10,5,73.48484848484848,33
14/15,61651,4,7,4,1,5,25,5,89.42857142857143,35
14/15,61832,3,4,6,0,20,10,6,84.83333333333333,36
14/15,61842,1,2,2,0,7,14,4,49.0,25
14/15,61891,0,0,2,0,8,4,2,78.0,14
14/15,61892,0,1,5,0,6,10,3,74.63157894736842,19
14/15,62240,0,1,6,0,18,8,6,84.84375,32
14/15,62638,0,0,6,0,16,9,5,82.6,30
14/15,62688,1,0,4,0,4,6,4,90.0,14
14/15,63285,0,0,3,1,11,9,6,75.23076923076923,26
14/15,63342,3,2,7,0,16,7,6,85.0,29
14/15,63494,1,0,1,0,4,8,0,57.166666666666664,12
14/15,63821,1,2,1,0,12,5,6,66.95652173913044,23
14/15,63824,4,0,1,0,5,4,5,55.785714285714285,14
14/15,66219,0,1,6,0,8,12,2,79.22727272727273,22
14/15,66333,2,2,3,0,21,10,7,87.60526315789474,38
14/15,66550,0,2,8,0,13,9,8,87.73333333333333,30
14/15,67063,9,4,2,0,10,10,5,58.36,25
14/15,67089,2,0,3,1,5,1,1,83.57142857142857,7
14/15,67202,0,0,0,0,1,3,0,20.25,4
14/15,67252,1,0,6,0,9,4,3,84.25,16
14/15,67303,0,0,2,0,17,7,7,84.38709677419355,31
14/15,67322,1,1,2,0,9,3,3,55.46666666666667,15
14/15,67339,0,0,0,0,11,7,3,82.76190476190476,21
14/15,67355,1,1,5,0,16,9,9,89.41176470588235,34
14/15,67416,0,1,0,0,4,4,2,59.0,10
14/15,67421,0,0,0,0,0,2,0,45.5,2
14/15,68183,2,1,8,0,16,8,6,71.16666666666667,30
14/15,68390,6,2,3,0,7,20,9,89.69444444444444,36
14/15,69006,0,0,0,0,0,1,0,1.0,1
14/15,69609,0,0,5,0,12,5,6,72.56521739130434,23
14/15,69633,7,9,3,0,6,14,5,79.28,25
14/15,70131,0,1,1,0,11,6,4,63.476190476190474,21
14/15,70789,2,2,2,0,8,4,5,75.82352941176471,17
14/15,70950,4,3,4,0,20,8,7,71.0,35
14/15,71020,0,0,0,0,1,3,1,10.8,5
14/15,71107,0,0,0,0,1,0,0,31.0,1
14/15,71271,0,0,2,0,11,8,1,90.0,20
14/15,71292,6,7,4,0,17,9,6,77.34375,32
14/15,72047,0,1,3,0,4,9,1,27.142857142857142,14
14/15,72522,0,1,0,0,9,3,0,55.916666666666664,12
14/15,73323,0,0,0,0,1,0,0,11.0,1
14/15,73482,1,0,1,0,13,6,5,77.83333333333333,24
14/15,73484,1,0,3,0,7,11,4,71.63636363636364,22
14/15,73734,2,1,6,0,13,12,11,84.47222222222223,36
14/15,73786,0,0,1,0,4,1,0,64.4,5
14/15,74223,3,5,6,0,5,16,3,71.66666666666667,24
14/15,74228,0,0,0,0,4,5,4,63.61538461538461,13
14/15,74590,1,0,6,0,7,8,2,48.64705882352941,17
14/15,74683,0,4,3,0,3,11,3,80.23529411764706,17
14/15,74768,0,0,0,0,6,1,1,39.625,8
14/15,75471,0,4,1,1,13,10,6,70.3103448275862,29
14/15,76277,2,0,3,0,6,22,4,85.65625,32
14/15,77559,0,1,2,0,12,7,1,75.9,20
14/15,77760,0,0,7,0,6,11,6,72.1304347826087,23
14/15,78959,0,0,0,0,0,4,1,21.6,5
14/15,80444,5,7,1,0,5,23,5,70.72727272727273,33
14/15,81202,1,2,2,0,11,3,3,72.05882352941177,17
14/15,81785,0,4,0,0,5,11,2,65.0,18
14/15,81789,1,0,0,0,2,3,3,79.0,8
14/15,81796,3,2,3,0,16,6,6,78.5,28
14/15,81808,17,4,4,0,17,9,8,72.70588235294117,34
14/15,82442,16,9,4,0,7,22,7,85.63888888888889,36
14/15,84344,0,0,1,0,12,11,4,82.33333333333333,27
14/15,84835,4,4,4,0,12,6,6,56.458333333333336,24
